FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Longitude,Latitude,AddressLine1
116796,46010/0192/0/000,Loch Fyne Shellfish Bar,Restaurant/Cafe/Canteen,1,192 London Road,Glasgow,G40 1PB,Pass,fhis_pass_en-GB,2019-05-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.238478,55.854064,
607038,13/00955/COM,Loch Laidon Court,Hospitals/Childcare/Caring Premises,5,2 Loch Laidon Street,Glasgow,G32 9LX,Pass,fhis_pass_en-GB,2019-06-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.149207,55.848502,Residents Hall
31238,09/00688/COM,Lochend Community High School,School/college/university,7845,20 Cairnbrook Road,Glasgow,G34 0NZ,Pass,fhis_pass_en-GB,2016-03-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.109575,55.868286,
1040553,18/00122/COM,Lochend Deli,Takeaway/sandwich shop,7844,75 Lochend Road,Glasgow,G34 0JZ,Pass,fhis_pass_en-GB,2019-03-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.108082,55.870523,
48251,11/00240/COM,Lochview Nursery School,Hospitals/Childcare/Caring Premises,5,145 Lochend Road,Glasgow,G34 0EP,Pass,fhis_pass_en-GB,2012-05-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.100341,55.872524,
128431,58350/0055/0/000,Loco,Retailers - other,4613,55 Saxon Road,Glasgow,G13 2YQ,Improvement Required,fhis_improvement_required_en-GB,2015-09-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.338476,55.892747,
126056,54820/0040/0/000,Lodge Knightswood No.1445,Restaurant/Cafe/Canteen,1,40 Priory Road,Glasgow,G13 2SZ,Pass,fhis_pass_en-GB,2004-02-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.337332,55.894988,
96723,29660/0035/0/000,Lodging House Mission,Restaurant/Cafe/Canteen,1,35 East Campbell Street,Glasgow,G1 5DT,Pass,fhis_pass_en-GB,2018-07-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.237527,55.856148,
1108380,19/00168/COM,Lois Cafe,Restaurant/Cafe/Canteen,1,138 Queen Margaret Drive,Glasgow,G20 8NY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-02-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2836238,55.8809024,
719421,14/00917/COM,Loks Bar And Kitchen,Restaurant/Cafe/Canteen,1,16 Newlandsfield Road,Glasgow,G43 2XU,Pass,fhis_pass_en-GB,2018-11-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.287715,55.823229,
103260,34620/0125/0/000,Lomond House,Takeaway/sandwich shop,7844,125 Glenavon Road,Glasgow,G20 0LH,Pass,fhis_pass_en-GB,2018-11-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.287613,55.889248,
23329,07/00755/COM,Londis,Retailers - other,4613,206 Albert Drive,Glasgow,G41 2NJ,Pass,fhis_pass_en-GB,2015-03-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.273223,55.842453,
28603,09/00012/COM,Londis,Retailers - other,4613,25 Hawthorn Street,Glasgow,G22 6HY,Improvement Required,fhis_improvement_required_en-GB,2018-04-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.251367,55.887109,
111356,40810/0363/0/000,Londis,Retailers - other,4613,363 Kelvindale Road,Glasgow,G12 0JP,Improvement Required,fhis_improvement_required_en-GB,2010-06-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.305068,55.888209,
95712,28650/1365/0/000,Londis,Retailers - other,4613,1365 Dumbarton Road,Glasgow,G14 9XT,Pass,fhis_pass_en-GB,2014-12-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.344214,55.876235,
942757,12/00669/COM,Londis,Retailers - other,4613,67 Clarkston Road,Glasgow,G44 3BQ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-01-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.262573,55.816423,
779622,15/00461/COM,"Londis """"Claire""""",Retailers - supermarkets/hypermarkets,7840,88 Queen Margaret Drive,Glasgow,G20 8NZ,Pass,fhis_pass_en-GB,2015-07-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284179,55.880546,
1022295,17/00856/COM,Londis Parkhouse,Retailers - other,4613,109 Crowhill Street,Glasgow,G22 6DW,Improvement Required,fhis_improvement_required_en-GB,2017-12-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.244416,55.891352,
116804,46010/1524/0/000,London Road Social Club,Restaurant/Cafe/Canteen,1,1524 London Road,Glasgow,G31 4QA,Improvement Required,fhis_improvement_required_en-GB,2009-05-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.194612,55.844591,
764883,15/00284/COM,Loon Fung,Restaurant/Cafe/Canteen,1,417 Sauchiehall Street,Glasgow,G2 3LG,Pass,fhis_pass_en-GB,2018-08-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.269064,55.865924,
101928,33550/0852/0/000,Loony Tunes,Retailers - other,4613,852 Garscube Road,Glasgow,G20 7ET,Pass,fhis_pass_en-GB,2011-11-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.270298,55.87967,
1094106,18/00135/COM,Loop And Scoop,Restaurant/Cafe/Canteen,1,665 Great Western Road,Glasgow,G12 8RE,Pass,fhis_pass_en-GB,2018-12-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.286737,55.876733,
1085566,18/00734/COM,Lord Of Fries,Takeaway/sandwich shop,7844,476 Sauchiehall Street,Glasgow,G2 3LW,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-10-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.268862,55.866296,
556101,13/00458/COM,Loretto Care,Hospitals/Childcare/Caring Premises,5,1196 Tollcross Road,Glasgow,G32 8HQ,Pass,fhis_pass_en-GB,2017-02-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.167938,55.84261,
707862,14/00761/COM,Lorman Curry House,Takeaway/sandwich shop,7844,560 Broomfield Road,Glasgow,G21 3HN,Pass,fhis_pass_en-GB,2016-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.207154,55.881817,
922542,15/00254/COM,Lorna Ronnie - Street Trader,Mobile caterer,7846,231 George Street,Glasgow,G1 1RX,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2015-05-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.245934,55.860893,
72321,16470/0250/0/000,Lorna's Snacks,Takeaway/sandwich shop,7844,250 Blairtummock Road,Glasgow,G33 4ED,Improvement Required,fhis_improvement_required_en-GB,2018-10-31,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.141799,55.867163,
35499,10/00250/COM,Lorne Hotel / Bukharah Restaurant,Hotel/bed & breakfast/guest house,7842,923 Sauchiehall Street,Glasgow,G3 7TQ,Pass,fhis_pass_en-GB,2019-06-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.286053,55.865915,
116934,46140/0062/0/000,Lorne Street Primary School,School/college/university,7845,28 Lorne Street,Glasgow,G51 1DP,Pass,fhis_pass_en-GB,2014-09-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.288736,55.852833,
1132771,19/00313/COM,Lorraine McKechnie,Mobile caterer,7846,Carstairs Street,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-04-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.22074000021863,55.8402500000101,
811908,14/00422/COM,Lorrraine Lynch,Mobile caterer,7846,47 Arden Avenue,Glasgow,G46 8PZ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-10-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3268265,55.800445,
962157,17/00249/COM,Lotus Lebanese Restaurant,Restaurant/Cafe/Canteen,1,1363 Dumbarton Road,Glasgow,G14 9UZ,Pass,fhis_pass_en-GB,2019-10-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.343177,55.875742,
1132764,17/00823/COM,Lotus Vegetarian,Restaurant/Cafe/Canteen,1,69 Bridge Street,Glasgow,G5 9JB,Improvement Required,fhis_improvement_required_en-GB,2019-04-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.258177,55.853479,
36164,10/00587/COM,Louden Tavern,Pub/bar/nightclub,7843,536 Duke Street,Glasgow,G31 1NG,Pass,fhis_pass_en-GB,2012-01-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.212449,55.857986,
10473,04/00209/COM,Lourdes Primary School,School/college/university,7845,150 Berryknowes Road,Glasgow,G52 2BW,Pass,fhis_pass_en-GB,2013-10-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.341811,55.846684,
448786,43040/0047/0/000,Lourdes Secondary School,School/college/university,7845,47 Kirriemuir Avenue,Glasgow,G52 3DF,Pass,fhis_pass_en-GB,2012-08-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.341891,55.844292,
1070987,18/00525/COM,Love Burger (black) (Lets Eat Group),Mobile caterer,7846,20 Harland Street,Glasgow,G14 0AT,Pass,fhis_pass_en-GB,2018-07-14,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.349091,55.87651,
1070986,18/00524/COM,Love Burger (white) (Lets Eat Group),Mobile caterer,7846,20 Harland Street,Glasgow,G14 0AT,Pass,fhis_pass_en-GB,2018-07-14,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.349091,55.87651,
1044708,18/00205/COM,Love Coffee and Churros (Airstream 2) (Lets Eat Group),Mobile caterer,7846,20 Harland Street,Glasgow,G14 0AT,Pass,fhis_pass_en-GB,2018-04-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.349091,55.87651,
1199573,19/00835/COM,Love Nibbles,Mobile caterer,7846,7 Langton Road,Glasgow,G53 5DF,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-10-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3431999,55.8270429,
633210,14/00067/COM,Love Toasties,Mobile caterer,7846,75 Cortmalaw Crescent,Glasgow,G33 1TD,Pass,fhis_pass_en-GB,2014-05-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.185527,55.895001,
1125748,19/00280/COM,LoveMilton,Other catering premises,7841,15 Scaraway Drive,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-03-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2413375,55.9014882,
1132785,6675,LTC Distributors,Importers/Exporters,14,55 Nelson Street,Glasgow,G5 8DZ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-04-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26231384277344,55.8529167175293,
707866,14/00766/COM,LTU Food Shop,Retailers - other,4613,87 Great Western Road,Glasgow,G4 9AH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2014-10-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.27098,55.871632,
315919,12/00235/COM,Lucille Cadona And William Hammond,Mobile caterer,7846,187 Bogmoor Road,Glasgow,G51 4TH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-03-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.348319,55.863727,
35805,10/00351/COM,Lucky 7,Pub/bar/nightclub,7843,158 Bath Street,Glasgow,,Pass,fhis_pass_en-GB,2018-10-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2608828,55.864597,
1193130,19/00772/COM,Lucky Chen,Takeaway/sandwich shop,7844,6 Lamlash Crescent,Glasgow,G33 3LQ,Pass,fhis_pass_en-GB,2019-09-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.163221,55.866384,
48970,11/00594/COM,Lucky Cottage,Takeaway/sandwich shop,7844,96 Queen Margaret Drive,Glasgow,G20 8NZ,Pass,fhis_pass_en-GB,2019-09-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284179,55.880546,
221729,12/00150/COM,Lucky Fortune,Takeaway/sandwich shop,7844,1602 Dumbarton Road,Glasgow,G14 9DB,Pass,fhis_pass_en-GB,2019-05-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.352911,55.880194,
1108332,19/00061/COM,Lucky Sparrow Games Cafe,Restaurant/Cafe/Canteen,1,1091 Pollokshaws Road,Glasgow,G41 3YG,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-01-31,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.27988576889038,55.8307723999023,
121619,50290/0007/A/000,Lucky Star Restaurant,Takeaway/sandwich shop,7844,7 Mossvale Crescent,Glasgow,G33 5NZ,Pass,fhis_pass_en-GB,2019-06-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.158116,55.8752,
25411,08/00081/COM,Lunch Club,Other catering premises,7841,4 Shiskine Place,Glasgow,G20 0JY,Pass,fhis_pass_en-GB,2009-07-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.297296,55.897692,
847645,16/00039/COM,Lunch Club,Other catering premises,7841,10 Joppa Street,Glasgow,,Pass,fhis_pass_en-GB,2016-02-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
25329,08/00070/COM,Lunch Club /Lite Bite Club,Other catering premises,7841,24 Novar Drive,Glasgow,G12 9PU,Pass,fhis_pass_en-GB,2019-07-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.306276,55.879729,
1124872,19/00283/COM,Lunches,Takeaway/sandwich shop,7844,1425 Dumbarton Road,Glasgow,G14 9XS,Pass,fhis_pass_en-GB,2019-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.345201,55.876693,
17779,06/00031/COM,Lupe Pinto,Takeaway/sandwich shop,7844,313 Great Western Road,Glasgow,G4 9HR,Pass,fhis_pass_en-GB,2019-08-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.275773,55.873233,
444480,12/00727/COM,Lychee Oriental,Restaurant/Cafe/Canteen,1,59 Mitchell Street,Glasgow,G1 3LN,Pass,fhis_pass_en-GB,2019-09-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256295,55.859338,
117335,46550/0055/0/000,Lyoncross Nursery School,Hospitals/Childcare/Caring Premises,5,55 Lyoncross Road,Glasgow,G53 5UR,Pass,fhis_pass_en-GB,2007-05-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.353477,55.83698,
118056,47390/0165/0/000,M A General Stores,Retailers - other,4613,165 Maryhill Road,Glasgow,G20 7XL,Pass,fhis_pass_en-GB,2010-08-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.270367,55.873728,
53808,12110/0152/0/000,M A Newsagent/licensed Grocer,Retailers - other,4613,152 Ark Lane,Glasgow,G31 2JS,Pass,fhis_pass_en-GB,2010-04-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.226787,55.861691,
19445,06/00518/COM,M and N Brothers,Retailers - other,4613,529 Duke Street,Glasgow,G31 1DL,Improvement Required,fhis_improvement_required_en-GB,2011-06-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.217936,55.858642,
925859,16/00779/COM,M And N Events Ltd,Mobile caterer,7846,14 Shore Street,Glasgow,G40 4ES,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-11-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2212091,55.8366623,
129159,59620/0054/0/000,M Azam,Retailers - other,4613,54 Skirsa Street,Glasgow,G23 5BA,Pass,fhis_pass_en-GB,2010-05-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.276276,55.898209,
841376,15/00820/COM,M Bros,Retailers - other,4613,577 Govan Road,Glasgow,G51 2AS,Pass,fhis_pass_en-GB,2019-06-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.303925,55.860297,
29199,09/00061/COM,M F Newsagents,Retailers - other,4613,59 Byres Road,Glasgow,G11 5RG,Pass,fhis_pass_en-GB,2010-07-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.298699,55.871387,
942797,17/00037/COM,M G Smith,Mobile caterer,7846,35 Rigby Street,Glasgow,G32 6DS,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-01-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.190459,55.854533,
90320,24530/0096/0/000,M K Newsagent Ltd,Retailers - other,4613,96 Craigton Road,Glasgow,G51 3RQ,Improvement Required,fhis_improvement_required_en-GB,2011-10-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.322408,55.856175,
117529,46770/0029/0/000,M R Mall,Retailers - other,4613,29 Main Street,Glasgow,G69 6SG,Pass,fhis_pass_en-GB,2015-02-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.113654,55.850395,
931275,16/00825/COM,M Smith and Sons,Mobile caterer,7846,15 Manscroft Place,Glasgow,G32 6FA,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-12-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.18451309204102,55.8539123535156,
931276,16/00826/COM,M Smith And Sons,Mobile caterer,7846,15 Manscroft Place,Glasgow,G32 6FA,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-12-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.18451309204102,55.8539123535156,
962164,17/00263/COM,M Smith And Sons,Mobile caterer,7846,35 Rigby Street,Glasgow,G32 6DS,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-06-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.190459,55.854533,
931277,16/00827/COM,M Smith and Sons (Declan's Donuts),Mobile caterer,7846,15 Manscroft Place,Glasgow,G32 6FA,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-12-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.18451309204102,55.8539123535156,
1108384,19/00179/COM,M Thomson,Mobile caterer,7846,14 Shore Street,Glasgow,G40 4ES,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-03-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2212091,55.8366623,
44669,10830/0016/3/004,Mabel Mckinlay Tearoom (Glasgow Royal Infirmary),Restaurant/Cafe/Canteen,1,16 Alexandra Parade,Glasgow,G31 2ER,Pass,fhis_pass_en-GB,2016-09-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.232265,55.865249,Unit 4
49030,11/00767/COM,Mac Donners,Takeaway/sandwich shop,7844,4 Albert Road,Glasgow,G42 8DN,Improvement Required,fhis_improvement_required_en-GB,2019-07-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.264536,55.834255,
740302,15/00112/COM,Mac Gorbals,Retailers - other,4613,450 Old Rutherglen Road,Glasgow,G5 0PE,Improvement Required,fhis_improvement_required_en-GB,2019-07-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.24277,55.845375,
1108353,19/00108/COM,Macarico,Takeaway/sandwich shop,7844,2230 London Road,Glasgow,G32 8YG,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-02-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.15868520736694,55.8361930847168,Unit 3
47792,11/00171/COM,MacConnells Bar,Pub/bar/nightclub,7843,335 Hope Street,Glasgow,G2 3PT,Pass,fhis_pass_en-GB,2014-04-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256986,55.866281,
1085556,18/00674/COM,Macdonners,Takeaway/sandwich shop,7844,915 Springfield Road,Glasgow,G31 4HZ,Pass,fhis_pass_en-GB,2019-04-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.19841003417969,55.8512992858887,
129968,60990/0528/0/000,MacDonners,Takeaway/sandwich shop,7844,528 St Vincent Street,Glasgow,G3 8XZ,Pass,fhis_pass_en-GB,2019-02-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.277362,55.863236,
1066016,18/00465/COM,MacGrill,Takeaway/sandwich shop,7844,468 Cathcart Road,Glasgow,G42 7BY,Improvement Required,fhis_improvement_required_en-GB,2019-09-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.257326,55.837713,
1159041,19/00521/COM,Machair,Restaurant/Cafe/Canteen,1,372 Great Western Road,Glasgow,G4 9HT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.276352,55.873833,
92048,25770/0376/0/000,Mack Chicken Hut,Takeaway/sandwich shop,7844,376 Cumbernauld Road,Glasgow,G31 3NN,Improvement Required,fhis_improvement_required_en-GB,2018-09-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.204066,55.862316,
101479,33200/0048/0/000,Mackinnons Bar,Pub/bar/nightclub,7843,48 Gallowgate,Glasgow,G1 5AB,Pass,fhis_pass_en-GB,2019-01-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.242888,55.856284,
1060532,18/00361/COM,Mackintosh At The Willow,Restaurant/Cafe/Canteen,1,217 Sauchiehall Street,Glasgow,G2 3EX,Pass,fhis_pass_en-GB,2018-12-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26132,55.864961,
905247,16/00511/COM,Mack's Diner,Takeaway/sandwich shop,7844,121 Lancefield Street,Glasgow,G3 8HZ,Pass,fhis_pass_en-GB,2019-07-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.276215,55.858952,
607021,13/00911/COM,MacPhees,Takeaway/sandwich shop,7844,2234 Paisley Road West,Glasgow,G52 3SJ,Pass,fhis_pass_en-GB,2015-06-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.358337,55.846018,
124670,53150/1288/0/000,MacPhee's Sandwich Bar And Deli,Restaurant/Cafe/Canteen,1,1288 Paisley Road West,Glasgow,G52 1DB,Improvement Required,fhis_improvement_required_en-GB,2019-04-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.324414,55.84776,
737174,15/00074/COM,MACS,Other catering premises,7841,21 Duncan Avenue,Glasgow,G14 9HN,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2015-02-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.344599,55.878915,
200663,12/00078/COM,MacSorley's,Pub/bar/nightclub,7843,42 Jamaica Street,Glasgow,G1 4QG,Pass,fhis_pass_en-GB,2016-12-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.257771,55.857225,
1070967,18/00452/COM,MacTassos,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,G1 2GF,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-07-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.252479,55.862984,K2 Level 5
979071,17/00450/COM,Madam Mim's Bakery,Mobile caterer,7846,7 Elizabeth Street,Glasgow,G51 1SR,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-06-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2986719,55.8517365,Flat 2/2
1170560,17/00534/COM,Madha,Restaurant/Cafe/Canteen,1,42 Albion Street,Glasgow,G1 1LH,Pass,fhis_pass_en-GB,2019-10-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.244412,55.857775,
27046,08/00950/COM,Madina Foodstore,Retailers - other,4613,212 Woodlands Road,Glasgow,G3 6LN,Pass,fhis_pass_en-GB,2019-09-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.276341,55.870652,
