FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification,place_name
S92000003,2015-2017,95% Lower Confidence Limit,Years,5.63,Male,75-79,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,68.68,Female,1-4,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.36,Female,10-14,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,51.16,Female,20-24,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,27.87,Male,45-49,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.54,Male,50-54,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,64.99,Female,5-9,5 - least deprived,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,16.55,Female,55-59,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,13.36,Female,60-64,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.87,Female,25-29,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,19.98,Female,50-54,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.64,Female,45-49,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,27.46,Female,40-44,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.41,Female,90+,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.28,Female,85-89,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,31.45,Female,35-39,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,44.23,Female,20-24,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,35.6,Female,30-34,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.59,Female,80-84,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.37,Female,65-69,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,5.38,Female,75-79,All,All,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,7.68,Female,70-74,All,All,Scotland
S92000003,2015-2017,Count,Years,31.06,Female,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,39.72,Female,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,36.19,Female,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,35.31,Female,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.16,Female,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.33,Female,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,49.67,Female,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.0,Female,90+,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.32,Female,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,27.85,Female,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.28,Female,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.01,Female,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,45.12,Female,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,58.9,Female,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,38.83,Female,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,22.4,Female,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.2,Female,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,31.91,Female,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,40.62,Female,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,16.96,Female,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,20.36,Female,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.91,Female,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,13.81,Female,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.88,Female,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,2.37,Female,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,16.2,Female,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.85,Female,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,10.15,Female,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,19.58,Female,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,15.44,Female,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.79,Female,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.99,Female,90+,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.83,Female,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.66,Female,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.03,Female,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.3,Female,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,47.79,Female,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.18,Female,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,13.06,Female,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.91,Female,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,52.34,Female,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,57.9,Female,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,52.42,Male,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,61.79,Male,0,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,61.07,Male,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,27.01,Female,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,23.2,Female,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,57.21,Male,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,53.31,Female,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,1.49,Female,90+,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,7.58,Female,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,9.42,Female,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,12.32,Female,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,48.73,Female,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,44.21,Female,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,3.68,Female,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,5.41,Female,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,20.73,Male,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,28.28,Male,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,25.92,Male,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,24.35,Male,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,41.34,Male,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,45.95,Male,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,14.09,Male,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,17.31,Male,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,47.68,Male,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,43.05,Male,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,56.33,Male,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,34.11,Male,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,29.89,Male,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,22.26,Male,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,18.81,Male,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,15.56,Male,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.32,Male,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.01,Male,0,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,11.16,Male,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.33,Male,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,55.44,Male,5-9,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,34.44,Female,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,59.29,Male,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,50.66,Male,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.75,Male,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.04,Male,90+,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,32.46,Male,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,36.83,Male,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,61.24,Female,0,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,8.59,Male,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.8,Male,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.53,Female,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,61.54,Female,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,3.61,Male,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,62.25,Female,0,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,2.42,Male,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,1.68,Male,90+,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,5.13,Male,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,7.06,Male,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,9.32,Male,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,11.88,Male,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,14.83,Male,55-59,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,18.06,Male,50-54,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,21.49,Male,45-49,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,29.09,Male,35-39,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,33.29,Male,30-34,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,37.67,Male,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,42.2,Male,20-24,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,46.82,Male,15-19,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,25.13,Male,40-44,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.1,Male,85-89,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,51.54,Male,10-14,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.32,Male,90+,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,60.18,Male,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,38.51,Male,25-29,All,Large urban areas,Scotland
S92000003,2015-2017,Count,Years,60.9,Male,0,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,12.61,Male,60-64,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.04,Male,65-69,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,7.8,Male,70-74,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,5.93,Male,75-79,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,62.55,Female,1-4,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.41,Male,80-84,All,Large urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,63.26,Female,0,All,Large urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,59.29,Male,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,55.62,Male,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,29.38,Male,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,46.43,Male,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.02,Male,0,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,33.43,Male,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,37.64,Male,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,25.48,Male,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,41.98,Male,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.2,Male,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,21.76,Male,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.11,Male,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,11.82,Male,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,14.88,Male,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.73,Male,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.7,Male,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,51.0,Male,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.0,Male,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,9.13,Male,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,56.9,Male,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,61.31,Male,0,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,60.59,Male,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,52.25,Male,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,47.65,Male,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,34.54,Male,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,43.16,Male,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,38.78,Male,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,30.45,Male,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,26.51,Male,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,19.17,Male,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,22.76,Male,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.03,Male,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,15.82,Male,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,12.74,Male,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,5.67,Male,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,7.64,Male,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.77,Male,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.03,Male,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,61.78,Female,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,58.02,Female,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.11,Female,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,62.53,Female,0,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,39.99,Female,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.95,Male,90+,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.71,Female,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.52,Female,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,27.84,Female,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,11.27,Female,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.21,Female,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.4,Female,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.12,Female,90+,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.78,Female,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.15,Female,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.68,Female,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,53.37,Female,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,44.35,Female,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,35.79,Female,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.42,Female,90+,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,48.8,Female,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,16.21,Female,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.32,Female,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,5.55,Female,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.4,Female,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.66,Female,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,13.13,Female,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,19.52,Female,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.58,Female,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.04,Female,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,7.76,Female,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.73,Female,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,47.49,Female,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.11,Female,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.08,Female,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,31.72,Female,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,20.56,Female,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,61.16,Female,0,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,38.78,Female,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.22,Male,90+,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,52.04,Female,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,34.61,Female,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,22.26,Male,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,18.69,Male,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,15.35,Male,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,12.28,Male,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,2.39,Male,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,9.58,Male,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,3.57,Male,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,43.71,Female,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,48.14,Female,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,52.7,Female,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,4.23,Female,80-84,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,2.77,Female,85-89,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,1.77,Female,90+,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,29.92,Male,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,26.0,Male,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,59.94,Male,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,33.98,Male,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,38.21,Male,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,42.57,Male,20-24,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,7.19,Male,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,51.63,Male,10-14,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,5.19,Male,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,60.67,Male,0,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,56.26,Male,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,47.04,Male,15-19,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,6.03,Female,75-79,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,16.71,Female,55-59,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,8.23,Female,70-74,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,13.62,Female,60-64,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,10.79,Female,65-69,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,20.04,Female,50-54,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,23.57,Female,45-49,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,27.28,Female,40-44,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,31.15,Female,35-39,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,35.2,Female,30-34,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,1.58,Male,90+,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,57.34,Female,5-9,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,61.09,Female,1-4,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,61.85,Female,0,All,Other urban areas,Scotland
S92000003,2015-2017,Count,Years,39.39,Female,25-29,All,Other urban areas,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.61,Male,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.18,Female,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,51.74,Female,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,12.09,Female,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.93,Female,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,9.03,Female,65-69,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,60.39,Female,0,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,59.7,Female,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.3,Female,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.5,Female,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,15.33,Female,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,22.59,Female,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,42.98,Female,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,47.33,Female,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.83,Female,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.25,Male,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.36,Male,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.08,Male,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.51,Female,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.42,Male,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,22.29,Male,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,14.9,Male,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,8.79,Male,65-69,All,Accessible small towns,Scotland
