category,quality,item_id,color,size,color_long,price,stock_quantity,image
FL,AT200,1009639472974062689,AZA,M,AZALEA,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AFB,XXL,AIRFORCE BLUE,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AFB,XXS,AIRFORCE BLUE,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AZA,XXS,AZALEA,17.99,17,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT300,6509988790153615741,BWV,S,BLUE WAVE,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,BWV,XL,BLUE WAVE,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,BWV,XXL,BLUE WAVE,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,CAS,XXL,CASSIS,23.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,WBY,L,WILDBERRY,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,WBY,XL,WILDBERRY,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT200,1009639472974062689,AFB,L,AIRFORCE BLUE,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AFB,S,AIRFORCE BLUE,17.99,2,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AFB,XS,AIRFORCE BLUE,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AZA,L,AZALEA,17.99,0,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AZA,S,AZALEA,17.99,11,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT200,1009639472974062689,AZA,XL,AZALEA,17.99,12,https://picsum.photos/seed/1009639472974062689/200/300
FL,AT300,6509988790153615741,WBY,M,WILDBERRY,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,CAS,L,CASSIS,23.99,1,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,CAS,S,CASSIS,23.99,50,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,CAS,XS,CASSIS,23.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,WBY,S,WILDBERRY,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FL,AT300,6509988790153615741,WBY,XXL,WILDBERRY,17.99,0,https://picsum.photos/seed/6509988790153615741/200/300
FO,Other,-2099221597556123572,BLK,38,BLACK,14.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,-2099221597556123572,BLK,41,BLACK,14.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,-2099221597556123572,BRN,39,BROWN,14.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,-2099221597556123572,WHT,36,WHITE,16.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,-2099221597556123572,WHT,40,WHITE,16.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,3766966560768837224,FLI,38,FLINT,19.99,0,https://picsum.photos/seed/3766966560768837224/200/300
FO,Other,3766966560768837224,FLI,39,FLINT,19.99,0,https://picsum.photos/seed/3766966560768837224/200/300
FO,Other,3766966560768837224,FLI,41,FLINT,19.99,0,https://picsum.photos/seed/3766966560768837224/200/300
FO,Other,-2099221597556123572,BLK,40,BLACK,14.99,0,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,5118323126316182929,STE,39,STEEL,29.99,234,https://picsum.photos/seed/5118323126316182929/200/300
FO,Other,5118323126316182929,STE,41,STEEL,29.99,84,https://picsum.photos/seed/5118323126316182929/200/300
FO,Other,-5875800053738906929,PUR,41,PURPLE,11.99,2,https://picsum.photos/seed/-5875800053738906929/200/300
FO,Other,7174136265432528203,BLK,40,BLACK,19.99,4,https://picsum.photos/seed/7174136265432528203/200/300
FO,Other,-2099221597556123572,BLK,36,BLACK,14.99,10,https://picsum.photos/seed/-2099221597556123572/200/300
FO,Other,-895973945616918112,AZA,36,AZALEA,19.99,39,https://picsum.photos/seed/-895973945616918112/200/300
FO,Other,-895973945616918112,STE,39,STEEL,19.99,30,https://picsum.photos/seed/-895973945616918112/200/300
FO,Other,-895973945616918112,AZA,39,AZALEA,19.99,111,https://picsum.photos/seed/-895973945616918112/200/300
FO,Other,-895973945616918112,AZA,41,AZALEA,19.99,60,https://picsum.photos/seed/-895973945616918112/200/300
GL,DLX,-595793509520734038,BLK,S,BLACK,15.99,0,https://picsum.photos/seed/-595793509520734038/200/300
FO,Other,5118323126316182929,STE,36,STEEL,29.99,17,https://picsum.photos/seed/5118323126316182929/200/300
FO,Other,5118323126316182929,STE,37,STEEL,29.99,63,https://picsum.photos/seed/5118323126316182929/200/300
FO,Other,5118323126316182929,STE,38,STEEL,29.99,217,https://picsum.photos/seed/5118323126316182929/200/300
FO,Other,-895973945616918112,AZA,37,AZALEA,19.99,80,https://picsum.photos/seed/-895973945616918112/200/300
FO,Other,-895973945616918112,AZA,38,AZALEA,19.99,100,https://picsum.photos/seed/-895973945616918112/200/300
FO,Other,-895973945616918112,AZA,40,AZALEA,19.99,90,https://picsum.photos/seed/-895973945616918112/200/300
GL,DLX,-595793509520734038,BLK,M,BLACK,15.99,0,https://picsum.photos/seed/-595793509520734038/200/300
GL,DLX,-595793509520734038,BLK,XL,BLACK,15.99,75,https://picsum.photos/seed/-595793509520734038/200/300
FL,AT300,2635001418105863431,INP,M,INK PRINT,22.99,227,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,INP,S,INK PRINT,22.99,185,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,INP,XS,INK PRINT,22.99,77,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,M,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,XS,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,XXL,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,5110281765004963260,DAM,M,DAMSON,17.79,0,https://picsum.photos/seed/5110281765004963260/200/300
FL,AT300,5110281765004963260,DAM,XXL,DAMSON,17.79,0,https://picsum.photos/seed/5110281765004963260/200/300
FL,AT300,3367120291904571636,SHI,L,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT300,3367120291904571636,SHI,M,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT300,3367120291904571636,SHI,S,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT200,5642882935792632749,SKE,S,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT300,2635001418105863431,INP,L,INK PRINT,22.99,198,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,L,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,3367120291904571636,SHI,XL,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT300,3367120291904571636,SHI,XS,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT300,2635001418105863431,INP,XXL,INK PRINT,22.99,82,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,INP,XXS,INK PRINT,22.99,5,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,XL,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,2635001418105863431,MPR,XXS,MUSHROOM PRINT,18.99,0,https://picsum.photos/seed/2635001418105863431/200/300
FL,AT300,5110281765004963260,DAM,L,DAMSON,17.79,0,https://picsum.photos/seed/5110281765004963260/200/300
FL,AT300,3367120291904571636,SHI,XXL,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT300,3367120291904571636,SHI,XXS,SHIRAZ,17.99,0,https://picsum.photos/seed/3367120291904571636/200/300
FL,AT200,5642882935792632749,SKE,M,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT200,5642882935792632749,SKE,XL,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT300,9176654903235008628,GRM,XL,GREY MARL,29.99,55,https://picsum.photos/seed/9176654903235008628/200/300
FL,AT300,9176654903235008628,GRM,XS,GREY MARL,29.99,35,https://picsum.photos/seed/9176654903235008628/200/300
FL,AT300,9176654903235008628,GRM,XXL,GREY MARL,29.99,24,https://picsum.photos/seed/9176654903235008628/200/300
FL,AT200,5642882935792632749,SKE,XS,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT200,5642882935792632749,SKE,XXL,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT200,5642882935792632749,SKE,XXS,SMOKE,21.99,0,https://picsum.photos/seed/5642882935792632749/200/300
FL,AT300,9176654903235008628,GRM,L,GREY MARL,29.99,101,https://picsum.photos/seed/9176654903235008628/200/300
CL,Other,-5333017364794126982,BLK,M,BLACK,24.99,26,https://picsum.photos/seed/-5333017364794126982/200/300
CL,Other,-5333017364794126982,BLK,XL,BLACK,24.99,29,https://picsum.photos/seed/-5333017364794126982/200/300
CL,Other,-5333017364794126982,BLK,XXS,BLACK,24.99,8,https://picsum.photos/seed/-5333017364794126982/200/300
FL,AT300,5110281765004963260,DAM,S,DAMSON,17.79,0,https://picsum.photos/seed/5110281765004963260/200/300
FL,AT300,5110281765004963260,DAM,XS,DAMSON,17.79,0,https://picsum.photos/seed/5110281765004963260/200/300
JK,TP75,2153462868899405859,COR,L,CORNFLOWER,22.99,0,https://picsum.photos/seed/2153462868899405859/200/300
JK,TP50,2086042015866551068,NBL,S,NAVY BLUE,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,PPR,L,POPPY RED,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,PPR,S,POPPY RED,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,TUR,L,TURQUOISE,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,BLK,L,BLACK,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,BLK,M,BLACK,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP75,-7147531631627018460,MAL,M,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP50,-4888532961093138298,GHO,L,GHOST,59.99,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,MAU,L,MAUVE,19.0,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,MAU,S,MAUVE,19.0,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,MAU,XL,MAUVE,19.0,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP75,-3375283056231529515,SOR,XS,SORBET,17.99,0,https://picsum.photos/seed/-3375283056231529515/200/300
JK,TP75,-6259268577646865542,BLK,L,BLACK,24.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BLK,XL,BLACK,24.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BLK,XXL,BLACK,24.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BLK,XXS,BLACK,24.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BWV,M,BLUE WAVE,23.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BWV,XXL,BLUE WAVE,23.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BWV,XXS,BLUE WAVE,23.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,M,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,XL,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP50,5629943748040588602,GRE,XXL,GRANITE,18.99,0,https://picsum.photos/seed/5629943748040588602/200/300
JK,TP75,-7465814493105339382,BLK,M,BLACK,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,BLK,XL,BLACK,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,PLM,XL,PLUM,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,RAS,S,RASPBERRY,29.99,10,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,RAS,XXL,RASPBERRY,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,SPA,L,SPA BLUE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,SPA,XXS,SPA BLUE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,TWI,XXL,TWILIGHT,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WBY,M,WILDBERRY,17.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WBY,XL,WILDBERRY,17.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WBY,XXL,WILDBERRY,17.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WHT,XL,WHITE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WHT,XXS,WHITE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP50,6262031430029779814,AUB,XXL,AUBERGINE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,GRE,XL,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,GRE,XXL,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,8890077586115398744,GBA,S,GERBERA,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,GBA,XL,GERBERA,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,NBL,XS,NAVY BLUE,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,TUR,S,TURQUOISE,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,TUR,XL,TURQUOISE,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP75,-6620569441509955420,BWV,S,BLUE WAVE,17.99,0,https://picsum.photos/seed/-6620569441509955420/200/300
JK,TP75,7001585078293235994,BLK,L,BLACK,17.99,390,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,BLK,XXL,BLACK,17.99,39,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,HAR,M,HARBOUR,19.99,338,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,HAR,XS,HARBOUR,19.99,43,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP50,2086042015866551068,BLK,S,BLACK,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,NBL,4XL,NAVY BLUE,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,NBL,L,NAVY BLUE,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,PPR,M,POPPY RED,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,PPR,XL,POPPY RED,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP75,7001585078293235994,HAR,XXS,HARBOUR,19.99,26,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP50,2086042015866551068,PPR,XS,POPPY RED,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP50,2086042015866551068,TUR,XL,TURQUOISE,12.99,0,https://picsum.photos/seed/2086042015866551068/200/300
JK,TP75,7001585078293235994,PR1,L,PEAR,22.99,125,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,SGA,L,SANGRIA,26.99,257,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,SGA,XXS,SANGRIA,26.99,17,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,806834112218805221,BLK,XXS,BLACK,23.99,3,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,POB,L,POOL BLUE,24.99,8,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,POB,S,POOL BLUE,24.99,10,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,POB,XL,POOL BLUE,24.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,POB,XS,POOL BLUE,24.99,20,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,M,SANGRIA,24.99,109,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,XS,SANGRIA,24.99,10,https://picsum.photos/seed/806834112218805221/200/300
JK,TP50,-4888532961093138298,GHO,XL,GHOST,59.99,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,GHO,XXL,GHOST,59.99,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP75,-6259268577646865542,BLK,S,BLACK,24.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,S,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,XS,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6620569441509955420,BWV,M,BLUE WAVE,17.99,0,https://picsum.photos/seed/-6620569441509955420/200/300
JK,TP75,7001585078293235994,BLK,XS,BLACK,17.99,34,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,HAR,XXL,HARBOUR,19.99,64,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,M,PEAR,22.99,108,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,XXL,PEAR,22.99,11,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,SGA,S,SANGRIA,26.99,179,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,806834112218805221,BLK,L,BLACK,23.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,BLK,S,BLACK,23.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,BLK,XS,BLACK,23.99,7,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,BLK,XXL,BLACK,23.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,L,SANGRIA,24.99,17,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,XL,SANGRIA,24.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,XXS,SANGRIA,24.99,12,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,-7465814493105339382,BLK,XS,BLACK,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP50,8890077586115398744,GBA,XXL,GERBERA,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,TUR,XS,TURQUOISE,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP75,-7465814493105339382,PLM,L,PLUM,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,PLM,M,PLUM,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,PLM,S,PLUM,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,SPA,M,SPA BLUE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,SPA,XS,SPA BLUE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,-7465814493105339382,WHT,M,WHITE,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
JK,TP75,2153462868899405859,COR,M,CORNFLOWER,22.99,0,https://picsum.photos/seed/2153462868899405859/200/300
JK,TP75,-7147531631627018460,MAL,L,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,MAL,S,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,MAL,XS,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,FLI,XL,FLINT,24.99,1,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,FLI,XXS,FLINT,24.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP50,6262031430029779814,AQA,L,AQUA,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AQA,XL,AQUA,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AQA,XXL,AQUA,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AUB,L,AUBERGINE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AUB,M,AUBERGINE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AUB,XL,AUBERGINE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,AUB,XXS,AUBERGINE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,GRE,XS,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,GRE,XXS,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP75,-6620569441509955420,BWV,XS,BLUE WAVE,17.99,0,https://picsum.photos/seed/-6620569441509955420/200/300
JK,TP50,8890077586115398744,GBA,L,GERBERA,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP50,8890077586115398744,GBA,M,GERBERA,22.0,0,https://picsum.photos/seed/8890077586115398744/200/300
JK,TP75,-6259268577646865542,BWV,XL,BLUE WAVE,23.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,BWV,XS,BLUE WAVE,23.99,1,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,XXL,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,-6259268577646865542,CAS,XXS,CASSIS,29.99,0,https://picsum.photos/seed/-6259268577646865542/200/300
JK,TP75,7001585078293235994,BLK,XXS,BLACK,17.99,30,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,HAR,S,HARBOUR,19.99,243,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,S,PEAR,22.99,145,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,XL,PEAR,22.99,60,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,XS,PEAR,22.99,0,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,PR1,XXS,PEAR,22.99,0,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,SGA,M,SANGRIA,26.99,257,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,7001585078293235994,SGA,XXL,SANGRIA,26.99,4,https://picsum.photos/seed/7001585078293235994/200/300
JK,TP75,806834112218805221,BLK,M,BLACK,23.99,0,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,BLK,XL,BLACK,23.99,61,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,POB,XXS,POOL BLUE,24.99,6,https://picsum.photos/seed/806834112218805221/200/300
JK,TP75,806834112218805221,SGA,XXL,SANGRIA,24.99,1,https://picsum.photos/seed/806834112218805221/200/300
JK,TP50,-4888532961093138298,GHO,S,GHOST,59.99,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,GHO,XS,GHOST,59.99,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,MAU,M,MAUVE,19.0,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP50,-4888532961093138298,MAU,XS,MAUVE,19.0,0,https://picsum.photos/seed/-4888532961093138298/200/300
JK,TP75,-7147531631627018460,FLI,L,FLINT,24.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,FLI,S,FLINT,24.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,FLI,XS,FLINT,24.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,FLI,XXL,FLINT,24.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP50,5629943748040588602,GRE,M,GRANITE,18.99,0,https://picsum.photos/seed/5629943748040588602/200/300
JK,TP50,5629943748040588602,GRE,XS,GRANITE,18.99,8,https://picsum.photos/seed/5629943748040588602/200/300
JK,TP50,5629943748040588602,GRE,XXS,GRANITE,18.99,0,https://picsum.photos/seed/5629943748040588602/200/300
JK,4 Star,8098441414383480097,MAI,L,MAUI BLUE,23.95,0,https://picsum.photos/seed/8098441414383480097/200/300
JK,4 Star,8098441414383480097,MAI,S,MAUI BLUE,23.95,0,https://picsum.photos/seed/8098441414383480097/200/300
JK,4 Star,8098441414383480097,MAI,XL,MAUI BLUE,23.95,0,https://picsum.photos/seed/8098441414383480097/200/300
JK,4 Star,8098441414383480097,MAI,XXL,MAUI BLUE,23.95,0,https://picsum.photos/seed/8098441414383480097/200/300
JK,TP50,6262031430029779814,GRE,L,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP50,6262031430029779814,GRE,S,GRANITE,19.99,0,https://picsum.photos/seed/6262031430029779814/200/300
JK,TP75,2153462868899405859,COR,XS,CORNFLOWER,22.99,0,https://picsum.photos/seed/2153462868899405859/200/300
JK,TP75,2153462868899405859,COR,XXS,CORNFLOWER,22.99,0,https://picsum.photos/seed/2153462868899405859/200/300
JK,TP75,-7147531631627018460,MAL,XL,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,MAL,XXL,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7147531631627018460,MAL,XXS,MALLARD,17.99,0,https://picsum.photos/seed/-7147531631627018460/200/300
JK,TP75,-7465814493105339382,BLK,S,BLACK,29.99,0,https://picsum.photos/seed/-7465814493105339382/200/300
